mint_number,NRI,Collection Rank,hand,shirt,head,waist,foot,pants,underwear,accessory,hand_probability,shirt_probability,head_probability,waist_probability,foot_probability,pants_probability,underwear_probability,accessory_probability,total_probability
83,0.2018497687789026,6386,Umbrella,1990s Tank Top,Old Helmet,Bat Belt,Boat shoes,Swim Trunks,Thong,Festival Wristband,0.018997625296837895,0.005874265716785402,0.0006249218847644045,0.06161729783777028,0.021747281589801274,0.024496937882764653,0.045744281964754406,0.013123359580052493,1.3742948224280736e-15
84,0.8386451693538308,1291,Worn Out Banjo,Ring Mail,Panama Hat,Brand New Bat Belt,Studded Boots,"""Silver"" 1800s Baggy Pants (Custom) 🔥",Trunks,Tote Bag,0.0006249218847644045,0.014373203349581302,0.012248468941382326,0.0006249218847644045,0.023747031621047368,0.00012498437695288088,0.044119485064366956,0.011623547056617924,1.0464561058244829e-19
85,0.5853018372703411,3318,Pen,Trench Coat,Victorian Safari Hat,Bat Belt,Boat shoes,Aged Capri Pants,Bikini,Bracelet,0.02099737532808399,0.015623047119110112,0.0003749531308586427,0.06161729783777028,0.021747281589801274,0.00012498437695288088,0.03812023497062867,0.010623672040994875,8.342598034770594e-18
86,0.10011248593925759,7200,Fidget Spinner,Corset,Beanie,Shoelace Belt,Old Studded Boots,Cargo Shorts,String Bikini,Monocle,0.020372453443319585,0.016622922134733157,0.012373453318335208,0.05411823522059742,0.0011248593925759281,0.02687164104486939,0.05486814148231471,0.01262342207224097,4.7476100053657505e-15
87,0.17447819022622169,6605,Laptop,Tank Top,Helmet,Shoelace Belt,Espadrilles,Yoga Pants,G-String,1920s Grocery Bag,0.01837270341207349,0.013123359580052493,0.016122984626921636,0.05411823522059742,0.02099737532808399,0.031996000499937505,0.050368703912010995,0.00024996875390576176,1.7795670916738046e-15
88,0.9876265466816648,99,Microphone,Tuxedo Jacket,3yr Old Panama Hat,"""Crunchy"" Brand New Shoelace Belt (Vegan) 🔥",Loafers,Skinny Jeans,"""Glittery"" 3yr Old String Bikini (Casual) 🔥","""Aesthetic"" 3yr Old Amulet (Knockoff) 🔥",0.015998000249968752,0.014998125234345707,0.00024996875390576176,0.00012498437695288088,0.022622172228471443,0.026246719160104987,0.00012498437695288088,0.00012498437695288088,6.952882941599021e-23
89,0.4713160854893138,4230,Beggar Cup,Blazer,Crown,3yr Old Shoelace Belt,Espadrilles,Kilt,1920s G-String,Guitar Case,0.01849768778902637,0.017497812773403325,0.014498187726534183,0.0011248593925759281,0.02099737532808399,0.02837145356830396,0.0007499062617172854,0.012248468941382326,2.888341574330874e-17
90,0.2364704411948506,6109,Yo-yo,Sports Bra,Silk Hood,Studded Belt,Loafers,Swim Trunks,3yr Old Garter,Ascot,0.020247469066366704,0.015748031496062992,0.010998625171853519,0.05649293838270216,0.022622172228471443,0.024496937882764653,0.0007499062617172854,0.011748531433570804,9.673112830322165e-16
91,0.477440319960005,4181,Wand,Tailcoat,Victorian Cowboy,Jeweled Belt,Sandals,Crop Pants,1920s Thong,3D Glasses,0.01949756280464942,0.013748281464816898,0.00024996875390576176,0.05486814148231471,0.025746781652293462,0.030371203599550055,0.0008748906386701663,0.010748656417947757,2.7035077654739448e-17
92,0.4181977252843394,4655,Key,Tuxedo Jacket,1980s Bandana,Bat Belt,Studded Boots,Capri Pants,String Bikini,1980s Casio Watch,0.01949756280464942,0.014998125234345707,0.0006249218847644045,0.06161729783777028,0.023747031621047368,0.025996750406199226,0.05486814148231471,0.00012498437695288088,4.7670538832330924e-17
93,0.09323834520684915,7255,Banjo,Blazer,Turban,Chrome Belt,Sandals,5yr Old Trousers,String Bikini,VR Goggles,0.01687289088863892,0.017497812773403325,0.017747781527309086,0.05061867266591676,0.025746781652293462,0.0011248593925759281,0.05486814148231471,0.013498312710911136,5.689171346282565e-15
94,0.08848893888263965,7293,Blanket,Sports Bra,Cheese Head,Belt,Studded Boots,Skort,1980s Granny Panties,Exclusive Pass,0.01799775028121485,0.015748031496062992,0.017747781527309086,0.1078615173103362,0.023747031621047368,0.025871766029246346,0.0016247969003874516,0.013123359580052493,7.107790388699359e-15
95,0.854143232095988,1167,1960s Whip,1960s Tailcoat,Space Helmet,Fanny Pack,Flip Flops,"""Mystic Purple"" 1920s Bell Bottoms (Sexy) 🔥",Granny Panties,Victorian Ear Buds,0.0004999375078115235,0.005749281339832521,0.013123359580052493,0.05199350081239845,0.023747031621047368,0.00012498437695288088,0.05199350081239845,0.00024996875390576176,7.565248823365193e-20
96,0.17197850268716408,6625,Yo-yo,Dinner Jacket,Wedding Veil,Shoelace Belt,Loafers,Used Skinny Jeans,String Bikini,Tool Box,0.020247469066366704,0.015873015873015872,0.013123359580052493,0.05411823522059742,0.022622172228471443,0.0004999375078115235,0.05486814148231471,0.012873390826146731,1.8234005387829437e-15
97,0.21509811273590806,6280,Brand New Megaphone,Tunic,Crown,Platinum Belt,Flip Flops,Crop Pants,String Bikini,Heart Glasses,0.00024996875390576176,0.01399825021872266,0.014498187726534183,0.051118610173728284,0.023747031621047368,0.030371203599550055,0.05486814148231471,0.011498562679665042,1.1800145828387645e-15
98,0.2605924259467567,5916,Surf Board,1950s Shawl,Visor,1990s Studded Belt,Loafers,Chaps,Granny Panties,Necklace,0.020372453443319585,0.0054993125859267595,0.016497937757780277,0.0011248593925759281,0.022622172228471443,0.024246969128858892,0.05199350081239845,0.012248468941382326,7.262769638639581e-16
99,0.26371703537057867,5891,Cat,Brand New Fishnet Shirt,Cowboy,1800s Studded Belt,Moccasins,Kilt,Granny Panties,Wristband,0.01799775028121485,0.005874265716785402,0.013498312710911136,0.0011248593925759281,0.022622172228471443,0.02837145356830396,0.05199350081239845,0.013248343957005373,7.097020825665724e-16
100,0.8435195600549932,1252,1800s Book,1980s Dinner Jacket,Fez,1990s Bat Belt,Ice Skates,Capri Pants,Retro Boy Shorts,Suitcase,0.0003749531308586427,0.005374328208973878,0.014748156480439945,0.0004999375078115235,0.01674790651168604,0.025996750406199226,0.001249843769528809,0.011623547056617924,9.397852566705102e-20
101,0.8312710911136107,1350,Waifu Pillow,Victorian Tunic,Brand New Turban,Bat Belt,Loafers,2021 Cutoff Pants,Old String Bikini,3D Glasses,0.0196225471816023,0.005374328208973878,0.00024996875390576176,0.06161729783777028,0.022622172228471443,0.0004999375078115235,0.0006249218847644045,0.010748656417947757,1.2339509066820976e-19
102,0.36095488063992,5113,5yr Old Yo-yo,Shawl,Baseball Cap,Belt,Worn Out Flip Flops,Bell Bottoms,G-String,Casio Watch,0.0006249218847644045,0.015748031496062992,0.01524809398825147,0.1078615173103362,0.0003749531308586427,0.02674665666791651,0.050368703912010995,0.01262342207224097,1.0320921160185999e-16
103,0.7111611048618922,2311,Wine Glass,Fishnet Shirt,Space Helmet,1800s Belt,Brand New Moccasins,Victorian Baggy Pants,Granny Panties,Tote Bag,0.020122484689413824,0.017747781527309086,0.013123359580052493,0.001999750031246094,0.0006249218847644045,0.00024996875390576176,0.05199350081239845,0.011623547056617924,8.848010269857356e-19
104,0.16085489313835766,6714,Blanket,Button Up,Golf Visor,Shoelace Belt,1970s Ice Skates,Crop Pants,Boy Shorts,Necklace,0.01799775028121485,0.01549806274215723,0.01524809398825147,0.05411823522059742,0.0004999375078115235,0.030371203599550055,0.047244094488188976,0.012248468941382326,2.0223759008342045e-15
105,0.4705661792275966,4236,1970s Laptop,Bikini Top,Headband,1800s Shoelace Belt,Loafers,Tennis Skirt,String Bikini,Snake,0.00024996875390576176,0.016372953380827397,0.014498187726534183,0.0013748281464816899,0.022622172228471443,0.026371703537057867,0.05486814148231471,0.010873640794900637,2.9036388963249024e-17
106,0.9098862642169729,721,5yr Old Wine Glass,Safari Jacket,Bow Hat,Aged Bat Belt,Flip Flops,2yr Old Kilt,Futuristic G-String,Hat Bag,0.00012498437695288088,0.016372953380827397,0.01274840644919385,0.0014998125234345708,0.023747031621047368,0.0007499062617172854,0.0013748281464816899,0.012248468941382326,1.1733353693839804e-20
107,0.9102612173478315,718,Pen,Kimono,Sailors Bonet,1970s Chrome Belt,1920s Linen Shoes,Skort,Brand New Granny Panties,Old Green Contacts,0.02099737532808399,0.018872640919885015,0.01399825021872266,0.0011248593925759281,0.0004999375078115235,0.025871766029246346,0.0011248593925759281,0.00012498437695288088,1.1346592137555518e-20
108,0.15310586176727914,6776,Victorian Wrench,Dinner Jacket,Golf Visor,Bat Belt,Leather Boots,Cutoff Pants,Boy Shorts,Smart Watch,0.0004999375078115235,0.015873015873015872,0.01524809398825147,0.06161729783777028,0.01712285964254468,0.02662167229096363,0.047244094488188976,0.013873265841769778,2.2275694246182408e-15
109,0.5685539307586551,3452,1970s Video Game Console,Polyester Shirt,Hood,Chrome Belt,Dress Shoe,1920s Skinny Jeans,Boy Shorts,Wristband,0.00012498437695288088,0.013123359580052493,0.013123359580052493,0.05061867266591676,0.023497062867141608,0.0006249218847644045,0.047244094488188976,0.013248343957005373,1.0013939812048972e-17
110,0.6577927759030121,2738,Aged Massager,Hoodie,Wizard Hat,Bat Belt,Shoes,Jeans,"""Mystic Purple"" Futuristic Diaper (Signed) 🔥",Suitcase,0.00024996875390576176,0.01799775028121485,0.011998500187476566,0.06161729783777028,0.021622297212848394,0.023622047244094488,0.00012498437695288088,0.011623547056617924,2.4680123731166256e-18
111,0.3964504436945382,4829,Used Microphone,Graphic Tee,Victorian Viking Helm,Chrome Belt,Linen Shoes,Dress Pants,Diaper,Cross Necklace,0.00024996875390576176,0.015748031496062992,0.0008748906386701663,0.05061867266591676,0.022122234720659918,0.024996875390576177,0.05649293838270216,0.011498562679665042,6.262229286513463e-17
112,0.3949506311711036,4841,Laptop,Ring Mail,1980s Headphones,Bat Belt,Leather Boots,Skort,Boy Shorts,Futuristic Steamer Trunk,0.01837270341207349,0.014373203349581302,0.0004999375078115235,0.06161729783777028,0.01712285964254468,0.025871766029246346,0.047244094488188976,0.0003749531308586427,6.383691479179666e-17
113,0.7299087614048244,2161,Beer Mug,Trench Coat,1960s Headband,Chrome Belt,Dress Shoe,Bell Bottoms,Medieval Boy Shorts,"""Paisley"" Vintage Steamer Trunk (Vegan) 🔥",0.01949756280464942,0.015623047119110112,0.0008748906386701663,0.05061867266591676,0.023497062867141608,0.02674665666791651,0.0006249218847644045,0.00012498437695288088,6.621785953669298e-19
114,0.18122734658167727,6551,Megaphone,Corset,Silk Hood,Bat Belt,Shoes,Skinny Jeans,Diaper,2yr Old Blindfold,0.01837270341207349,0.016622922134733157,0.010998625171853519,0.06161729783777028,0.021622297212848394,0.026246719160104987,0.05649293838270216,0.00024996875390576176,1.6587396736071374e-15
115,0.4111986001749781,4711,Used Purse,Tank Top,Sailors Bonet,Bat Belt,Platform Boots,Crop Pants,Diaper,1990s Antique Watch,0.0003749531308586427,0.013123359580052493,0.01399825021872266,0.06161729783777028,0.018997625296837895,0.030371203599550055,0.05649293838270216,0.0003749531308586427,5.1871748026621913e-17
116,0.8705161854768154,1036,1920s Video Game Console,2yr Old Bra,Second Hand Sun Hat,Bat Belt,Derby Shoes,Second Hand Cargo Pants,Midway Briefs,Briefcase,0.0003749531308586427,0.005999250093738283,0.00012498437695288088,0.06161729783777028,0.02124734408198975,0.00024996875390576176,0.04361954755655543,0.0111236095488064,4.46426121933635e-20
117,0.5094363204599426,3925,Second Hand Scissors,Medieval Rain Coat,Hood,Bat Belt,Platform Boots,5yr Old Trousers,Boy Shorts,Crossbody Bag,0.0003749531308586427,0.004874390701162355,0.013123359580052493,0.06161729783777028,0.018997625296837895,0.0011248593925759281,0.047244094488188976,0.013498312710911136,2.0140468536885274e-17
118,0.6249218847644045,3001,Book,Retro Cape,Futuristic Cheese Head,Bat Belt,Derby Shoes,"""Checkered"" Futuristic Crop Pants (Monogramed) 🔥",Granny Panties,Kandi Bracelet,0.01687289088863892,0.005124359455068116,0.0004999375078115235,0.06161729783777028,0.02124734408198975,0.00012498437695288088,0.05199350081239845,0.012373453318335208,4.550381605757467e-18
119,0.10598675165604299,7153,Umbrella,Puffer Jacket,Viking Helm,Bat Belt,Medieval Platform Boots,Tennis Skirt,Diaper,Spectacles,0.018997625296837895,0.01524809398825147,0.013873265841769778,0.06161729783777028,0.000999875015623047,0.026371703537057867,0.05649293838270216,0.01124859392575928,4.149278062899817e-15
120,0.4626921634795651,4299,Paintbrush,Tuxedo Jacket,Towel,5yr Old Bat Belt,Derby Shoes,Trousers,Midway Briefs,Old Smart Watch,0.017497812773403325,0.014998125234345707,0.016122984626921636,0.0011248593925759281,0.02124734408198975,0.02799650043744532,0.04361954755655543,0.00024996875390576176,3.087021829287334e-17
121,0.9808773903262092,153,Wand,2021 Blazer,"""Camo"" 1960s Crown (Cruelty Free) 🔥",1970s Bat Belt,Medieval Platform Boots,Chaps,1990s Boy Shorts,Used Smart Watch,0.01949756280464942,0.005249343832020997,0.00012498437695288088,0.0018747656542932134,0.000999875015623047,0.024246969128858892,0.0013748281464816899,0.00024996875390576176,1.9981375542041445e-22
122,0.7995250593675791,1604,Cane,"""Steampunk"" Futuristic Sports Bra (Dirty) 🔥",Silk Hood,Studded Belt,Derby Shoes,Jeans,Used Granny Panties,Medieval Bow Tie,0.021372328458942633,0.00012498437695288088,0.010998625171853519,0.05649293838270216,0.02124734408198975,0.023622047244094488,0.0011248593925759281,0.00024996875390576176,2.3423203131890023e-19
123,0.8931383577052868,855,TV Controller,Tailcoat,Old Cowboy,Jeweled Belt,5yr Old Fins,Capri Pants,1990s Diaper,1970s Hat Bag,0.018872640919885015,0.013748281464816898,0.0004999375078115235,0.05486814148231471,0.0008748906386701663,0.025996750406199226,0.0004999375078115235,0.00024996875390576176,2.0229788519379694e-20
124,0.6440444944381952,2848,Guitar,1970s Button Up,1800s Bandana,Bat Belt,"""Pinstripe"" Second Hand Ski Boots (Knockoff) 🔥",Skort,Midway Briefs,Necklace,0.019997500312460944,0.006124234470691163,0.00024996875390576176,0.06161729783777028,0.00012498437695288088,0.025871766029246346,0.04361954755655543,0.012248468941382326,3.258822172047736e-18
125,0.1311086114235721,6952,Cellphone,Bikini Top,Crown,Chrome Belt,5yr Old Fins,Shorts,Midway Briefs,Cross Necklace,0.017747781527309086,0.016372953380827397,0.014498187726534183,0.05061867266591676,0.0008748906386701663,0.030246219222597175,0.04361954755655543,0.011498562679665042,2.8303826246950114e-15
126,0.5411823522059742,3671,Tennis Racket,Overcoat,Silk Hood,Studded Belt,Second Hand Ski Boots,"""Hot Pink"" 1970s Cargo Pants (Kawaii) 🔥",String Bikini,Wallet,0.01937257842769654,0.015748031496062992,0.010998625171853519,0.05649293838270216,0.000999875015623047,0.00012498437695288088,0.05486814148231471,0.010748656417947757,1.3970827984702392e-17
127,0.5406824146981628,3675,Book,Tank Top,Cowboy,Jeweled Belt,Fins,Vintage Trousers,1990s String Bikini,Wristband,0.01687289088863892,0.013123359580052493,0.013498312710911136,0.05486814148231471,0.01974753155855518,0.0003749531308586427,0.0008748906386701663,0.013248343957005373,1.4074709082945108e-17
128,0.18710161229846267,6504,Banjo,Dinner Jacket,Bandana,Bat Belt,Ski Boots,Bell Bottoms,1950s Granny Panties,Aviator Sunglasses,0.01687289088863892,0.015873015873015872,0.009998750156230472,0.06161729783777028,0.023122109736282963,0.02674665666791651,0.001249843769528809,0.012498437695288089,1.594063927755381e-15
129,0.31021122359705033,5519,Record Player,Tunic,Crown,Chrome Belt,"""Neon"" 5yr Old Fins (Fake) 🔥",Jeans,Granny Panties,Hope Diamond,0.01937257842769654,0.01399825021872266,0.014498187726534183,0.05061867266591676,0.00012498437695288088,0.023622047244094488,0.05199350081239845,0.011498562679665042,3.512784696996326e-16
130,0.20722409698787647,6343,Fidget Spinner,Shawl,Visor,Medieval Studded Belt,Ski Boots,Karate Pants,Garter,Watch,0.020372453443319585,0.015748031496062992,0.016497937757780277,0.0006249218847644045,0.023122109736282963,0.02687164104486939,0.0536182977127859,0.011873515810523684,1.3083953969795164e-15
131,0.01874765654293209,7851,Cane,Fishnet Shirt,Cowboy,Studded Belt,Loafers,Skort,Garter,Ear Buds,0.021372328458942633,0.017747781527309086,0.013498312710911136,0.05649293838270216,0.022622172228471443,0.025871766029246346,0.0536182977127859,0.011373578302712161,1.0323811984077002e-13
132,0.7770278715160605,1784,Spoon,Ring Mail,Fez,Medieval Bat Belt,Flip Flops,3yr Old Trousers,Used Thong,Crossbody Bag,0.02099737532808399,0.014373203349581302,0.014748156480439945,0.001249843769528809,0.023747031621047368,0.00024996875390576176,0.0007499062617172854,0.013498312710911136,3.3426704998948107e-19
133,0.5594300712410949,3525,Wand,Trench Coat,Crown,Bat Belt,"""Glittery"" Victorian Hightops (Clean) 🔥",1920s Skinny Jeans,Boxers,Nerd Glasses,0.01949756280464942,0.015623047119110112,0.014498187726534183,0.06161729783777028,0.00012498437695288088,0.0006249218847644045,0.04611923509561305,0.011373578302712161,1.1148671510689576e-17
134,0.144856892888389,6842,Cane,Waist Coat,Visor,Studded Belt,3yr Old Stilletos,Skort,Boxer Briefs,Messenger Bag,0.021372328458942633,0.01549806274215723,0.016497937757780277,0.05649293838270216,0.0004999375078115235,0.025871766029246346,0.05199350081239845,0.011748531433570804,2.439088279540996e-15
135,0.7077865266841645,2338,Used Beggar Cup,Sweater,Cowboy,Retro Studded Belt,5yr Old Brogues,Shorts,Panties,Golf Bag,0.0006249218847644045,0.01687289088863892,0.013498312710911136,0.0007499062617172854,0.0004999375078115235,0.030246219222597175,0.047494063242094736,0.012373453318335208,9.484594411626473e-19
136,0.3393325834270716,5286,Pillow,Bikini Top,Fez,"""Boho"" 1920s Bat Belt (Imaginary) 🔥",Slides,Skinny Jeans,Jockstrap,Amulet,0.01987251593550806,0.016372953380827397,0.014748156480439945,0.00012498437695288088,0.024621922259717537,0.026246719160104987,0.03999500062492189,0.010748656417947757,1.6662118332858707e-16
137,0.23947006624171974,6085,Whip,Bomber Jacket,Headband,Retro Bat Belt,Moccasins,Kilt,Tighty-whities,Cyclops Glasses,0.019997500312460944,0.01524809398825147,0.014498187726534183,0.0006249218847644045,0.022622172228471443,0.02837145356830396,0.03999500062492189,0.012998375203099613,9.218099536458484e-16
